subject,word,logwordfreq,wordlen,surprisal,tag,wtype
4,the,-2.785981203659842,3,0.4119324731366348,DET,FUNC
8,waited,-10.174003977082393,6,4.419604853343701,VERB,CONT
7,in,-3.9285727557862526,2,2.980765480433582,ADP,FUNC
11,must,-7.275604899235548,4,5.42956472683275,VERB,CONT
4,forgot,-11.391764783670151,6,11.979083817046872,VERB,CONT
12,him,-6.48398326121215,3,1.3989424810038116,PRON,FUNC
16,at,-5.260658605349815,2,5.854714038403171,ADP,FUNC
11,down,-7.108941820943702,4,6.540677163457027,ADV,CONT
2,for,-4.722901412970362,3,0.9523676151430812,ADP,FUNC
3,and,-3.6574238363045,3,3.187008027213059,CONJ,FUNC
12,to,-3.655721426481066,2,0.08338167190451898,PRT,FUNC
7,till,-10.221057643517085,4,4.15319575808429,NOUN,CONT
12,soldier,-10.99344488296663,7,13.632109655307298,NOUN,CONT
2,once,-7.896110778494547,4,8.615513564903031,ADV,CONT
2,your,-6.77270126725108,4,4.867365550527324,PRON,FUNC
11,of,-3.4606771467424715,2,0.3420052664474986,ADP,FUNC
8,and,-3.6574238363045,3,2.2144766744106286,CONJ,FUNC
2,the,-2.785981203659842,3,1.877866364836015,DET,FUNC
2,a,-3.840814668221414,1,4.718894863731067,DET,FUNC
7,that,-4.653017748138293,4,2.0512717456043035,ADP,FUNC
12,leave,-8.608853311228716,5,4.810146310966422,VERB,CONT
1,and,-3.6574238363045,3,3.9245720842009115,CONJ,FUNC
11,Jamie,-11.618555755441404,5,9.982604386315456,NOUN,CONT
5,into,-6.434571232278771,4,3.328271622668243,ADP,FUNC
10,to,-3.655721426481066,2,0.556468042008964,PRT,FUNC
4,riding,-10.585809164064827,6,12.076460140629592,VERB,CONT
3,man,-7.494806134333096,3,3.8258142095623966,NOUN,CONT
4,down,-7.108941820943702,4,1.2814208404424883,ADV,CONT
5,shook,-9.870574669826274,5,5.533411314526781,VERB,CONT
3,will,-5.9793388695512455,4,2.7354480646259964,VERB,CONT
16,victory,-9.735109834675544,7,9.327956418526318,NOUN,CONT
2,down.,-7.108941820943702,5,8.790947523138248,PRT,FUNC
12,of,-3.4606771467424715,2,1.6927293130189218,ADP,FUNC
5,go,-7.3993705211113525,2,2.3590905311761197,VERB,CONT
16,to,-3.655721426481066,2,0.556468042008964,PRT,FUNC
1,and,-3.6574238363045,3,1.6654920339538952,CONJ,FUNC
2,Phil,-10.977920638463138,4,10.024281176498647,NOUN,CONT
4,on,-4.9475980266505895,2,4.03721454695018,ADP,FUNC
12,she,-5.744994531370205,3,3.0359584451126493,PRON,FUNC
1,gate,-10.274238643792808,4,9.47080879769567,NOUN,CONT
7,to,-3.655721426481066,2,0.4851707971894964,PRT,FUNC
2,would,-6.115980954426905,5,4.221651612899003,VERB,CONT
1,know.,-7.307470557301551,5,3.430368245691599,VERB,CONT
11,a,-3.840814668221414,1,3.5767666059041607,DET,FUNC
15,claims,-9.261224141214404,6,10.92109201851797,NOUN,CONT
1,Andrew,-10.122768139099811,6,8.897695368049451,NOUN,CONT
12,was,-4.7581921670609155,3,2.492387182209545,VERB,CONT
7,me,-6.780467773988587,2,0.8339203353743746,PRON,FUNC
10,in,-3.9285727557862526,2,3.538889081124409,ADP,FUNC
4,at,-5.260658605349815,2,0.45985157150693384,ADP,FUNC
4,empty,-9.816697230474816,5,6.725689875679097,ADJ,CONT
10,little,-7.444205963995662,6,4.724559223059833,ADJ,CONT
12,the,-2.785981203659842,3,1.6952989979827031,DET,FUNC
15,men,-7.922515642051775,3,7.55632442212577,NOUN,CONT
4,mother,-8.441365066473745,6,3.8784052530863806,NOUN,CONT
1,He,-5.13912973886908,2,3.1317690108321314,PRON,FUNC
7,Don't,-7.4845299221583375,5,6.472589722257193,NOUN,CONT
10,enemy.,-10.341554385045065,6,8.394096982360724,NOUN,CONT
11,travelling,-10.276464046078265,10,8.889383035863743,VERB,CONT
10,leave,-8.608853311228716,5,3.6158875266341295,VERB,CONT
12,his,-5.442779651579884,3,1.3466899174884976,PRON,FUNC
10,to,-3.655721426481066,2,0.7602606382494951,PRT,FUNC
12,again.,-7.542567850599695,6,5.787386450284025,ADV,CONT
12,let,-8.369778247538491,3,7.372071562984386,VERB,CONT
2,ring.,-9.779031336606648,5,9.47046340993172,NOUN,CONT
1,a,-3.840814668221414,1,2.15318416182022,DET,FUNC
15,Jimmy,-10.915108574703387,5,9.92317466506528,NOUN,CONT
5,Michael,-9.312323241990315,7,8.264944984494688,NOUN,CONT
11,his,-5.442779651579884,3,3.0359584451126493,PRON,FUNC
2,stopped,-9.311595351626988,7,7.0991001002099425,VERB,CONT
3,move,-8.59780413500337,4,4.745328540598639,VERB,CONT
7,he,-5.13912973886908,2,4.924861100299385,PRON,FUNC
16,you,-5.541296313955169,3,1.763041051418588,PRON,FUNC
4,weeks,-8.876655431784044,5,4.16864610405828,NOUN,CONT
10,eat,-9.717666998238613,3,3.862425312541002,VERB,CONT
12,are,-5.3999677675642666,3,2.52151488363592,VERB,CONT
7,what,-6.361028664468845,4,5.706634791072723,PRON,FUNC
5,the,-2.785981203659842,3,1.6952989979827031,DET,FUNC
16,holding,-9.393833449863958,7,6.9515734733018135,VERB,CONT
3,walked,-9.334782307116637,6,9.940996673685053,VERB,CONT
1,nodded,-9.903781688182132,6,10.244155027028649,VERB,CONT
5,officer,-9.361574677577595,7,3.8491393965544263,NOUN,CONT
10,He,-5.13912973886908,2,3.1317690108321314,PRON,FUNC
15,his,-5.442779651579884,3,4.248545806785174,PRON,FUNC
11,All,-5.970976358312091,3,5.239624482511671,DET,FUNC
4,you,-5.541296313955169,3,0.3165640037550074,PRON,FUNC
15,kill,-10.012778615856984,4,9.258602555525338,VERB,CONT
2,to,-3.655721426481066,2,1.5203232541809926,PRT,FUNC
11,dared,-11.575640946296051,5,8.941099097052389,VERB,CONT
12,office,-8.291803702559605,6,8.3833899616783,NOUN,CONT
4,on,-4.9475980266505895,2,3.996366687400466,ADP,FUNC
7,a,-3.840814668221414,1,2.7378657789736405,DET,FUNC
10,and,-3.6574238363045,3,1.8563602200674507,CONJ,FUNC
16,you,-5.541296313955169,3,0.6767896260433679,PRON,FUNC
5,and,-3.6574238363045,3,3.6612714788170426,CONJ,FUNC
10,don't,-7.4845299221583375,5,3.062392121980221,VERB,CONT
5,stomach.,-10.431410714166926,8,0.41471629851406455,NOUN,CONT
7,the,-2.785981203659842,3,2.573921720352464,DET,FUNC
5,in,-3.9285727557862526,2,2.1916925949154527,ADP,FUNC
8,cigarette.,-10.763285582465318,10,6.41543956024908,NOUN,CONT
5,first,-6.716941749852656,5,4.117206353080793,ADJ,CONT
4,people,-6.865837463502093,6,9.389803854124139,NOUN,CONT
4,version,-9.369381717934443,7,12.468175916649738,NOUN,CONT
2,go,-7.3993705211113525,2,2.3436632110530597,VERB,CONT
8,got,-7.780400893343652,3,6.727462866200703,VERB,CONT
4,young,-8.01245569794532,5,6.835062667596316,ADJ,CONT
8,than,-6.514524044589312,4,1.9628501754482393,ADP,FUNC
11,Jason,-11.580319317402154,5,14.675249779986391,NOUN,CONT
7,broken,-9.55972715709486,6,9.197768257368436,VERB,CONT
16,go,-7.3993705211113525,2,2.3590905311761197,VERB,CONT
15,a,-3.840814668221414,1,2.463858152907349,DET,FUNC
5,Claudia,-11.49174605020824,7,8.911579956160205,NOUN,CONT
10,sure.,-8.503336660982557,5,7.577300972322946,ADJ,CONT
11,Geoffrey,-11.152060098983933,8,13.565587971970702,NOUN,CONT
1,cells.,-9.41431833749657,6,12.068999764928291,NOUN,CONT
1,out,-6.302934641988838,3,2.595934433841487,PRT,FUNC
8,lost,-8.590171187675502,4,10.905825879351418,VERB,CONT
1,the,-2.785981203659842,3,1.3997460832012665,DET,FUNC
2,back,-7.02712137530768,4,3.3181402482590694,PRT,FUNC
16,and,-3.6574238363045,3,2.6933568091260653,CONJ,FUNC
11,to,-3.655721426481066,2,3.962656841639033,PRT,FUNC
2,He,-5.13912973886908,2,3.1317690108321314,PRON,FUNC
16,a,-3.840814668221414,1,4.718894863731067,DET,FUNC
2,nodded,-9.903781688182132,6,6.904738892510315,VERB,CONT
1,It,-4.814770701744465,2,3.1893796898588427,PRON,FUNC
15,kept,-8.902820986695179,4,7.093504818433967,VERB,CONT
11,were,-5.781635286684798,4,2.671021733724023,VERB,CONT
4,a,-3.840814668221414,1,2.5011600314138525,DET,FUNC
10,He,-5.13912973886908,2,3.1317690108321314,PRON,FUNC
11,Joseph,-10.466966653231083,6,9.813986079955502,NOUN,CONT
11,him,-6.48398326121215,3,3.8784052530863806,PRON,FUNC
4,trench.,-12.073328823140464,7,10.67379437953041,NOUN,CONT
1,their,-5.9376725369117445,5,7.101978331576185,PRON,FUNC
4,the,-2.785981203659842,3,0.8379613722125792,DET,FUNC
8,and,-3.6574238363045,3,1.3070578228678842,CONJ,FUNC
2,Billy,-10.829655574301604,5,9.813986079955502,ADV,CONT
2,hear,-9.071091839450297,4,3.60430552361637,VERB,CONT
12,us,-7.237031683084404,2,4.988803888331829,PRON,FUNC
16,She,-5.744994531370205,3,3.5342378592365606,PRON,FUNC
11,pay,-8.539320077686046,3,5.616189248619917,VERB,CONT
1,me.,-6.780467773988587,3,6.7143611570215675,PRON,FUNC
10,step,-9.332922302860387,4,10.408237240755406,NOUN,CONT
4,a,-3.840814668221414,1,2.7378657789736405,DET,FUNC
11,dad,-10.220154708918493,3,7.260902754694634,NOUN,CONT
15,than,-6.514524044589312,4,1.9628501754482393,ADP,FUNC
7,you.,-5.541296313955169,4,6.021858690303608,PRON,FUNC
2,to,-3.655721426481066,2,0.9609332316890191,PRT,FUNC
3,a,-3.840814668221414,1,1.340302546440532,DET,FUNC
2,help,-7.907422714336455,4,2.8734650151000594,NOUN,CONT
5,his,-5.442779651579884,3,3.8767473918194253,PRON,FUNC
7,to,-3.655721426481066,2,3.758164259530232,PRT,FUNC
10,when,-6.226180238259782,4,4.530244067062065,ADV,CONT
16,be,-5.041986102848782,2,1.1247345300344296,VERB,CONT
4,the,-2.785981203659842,3,2.573921720352464,DET,FUNC
1,badly.,-10.058297851731158,6,5.987181758803118,ADV,CONT
8,you,-5.541296313955169,3,5.711585349022661,PRON,FUNC
5,stomach.,-10.431410714166926,8,7.8123488586157785,NOUN,CONT
1,want,-7.818165432203236,4,4.3244850631521174,VERB,CONT
11,in,-3.9285727557862526,2,1.7366810572739921,ADP,FUNC
15,sat,-9.09375324022374,3,7.4575435216363255,VERB,CONT
8,breath,-9.893095728903138,6,3.9403678179388506,NOUN,CONT
16,with,-5.006002429288302,4,5.219085423482164,ADP,FUNC
4,sat,-9.09375324022374,3,9.464154326776915,VERB,CONT
15,that,-4.653017748138293,4,3.9836103659852786,ADP,FUNC
7,hands,-8.600361452998824,5,4.248983297952843,NOUN,CONT
15,hands,-8.600361452998824,5,4.248983297952843,NOUN,CONT
16,down,-7.108941820943702,4,2.597477165853793,ADV,CONT
5,The,-2.785981203659842,3,2.3241603153154,DET,FUNC
4,him,-6.48398326121215,3,2.2818065651148673,PRON,FUNC
1,bow,-11.147486920281967,3,7.894389965479156,NOUN,CONT
15,the,-2.785981203659842,3,1.0017949067492915,DET,FUNC
10,dug,-11.46632095184243,3,13.24495299777128,VERB,CONT
11,park.,-9.09873980641096,5,7.07715646427371,NOUN,CONT
4,be,-5.041986102848782,2,0.4224069327246647,VERB,CONT
4,she,-5.744994531370205,3,3.973893456892844,PRON,FUNC
2,in,-3.9285727557862526,2,3.576559373245791,ADP,FUNC
16,put,-7.719207128765763,3,8.544340659678586,VERB,CONT
4,and,-3.6574238363045,3,2.6933568091260653,CONJ,FUNC
4,He,-5.13912973886908,2,3.1317690108321314,PRON,FUNC
5,than,-6.514524044589312,4,1.9628501754482393,ADP,FUNC
15,India.,-9.99604892515092,6,8.229024657043981,NOUN,CONT
11,move.,-8.59780413500337,5,3.988054355214757,VERB,CONT
8,at,-5.260658605349815,2,3.290624356397791,ADP,FUNC
12,me,-6.780467773988587,2,1.6003680197687444,PRON,FUNC
4,for,-4.722901412970362,3,0.9523676151430812,ADP,FUNC
7,smart,-11.028606050626033,5,11.2767262861309,ADJ,CONT
5,that.,-4.653017748138293,5,1.8908322214946645,DET,FUNC
5,beside,-9.76940106187144,6,11.294202906986724,ADP,FUNC
5,Now,-6.731839825399422,3,5.500875787162775,ADV,CONT
2,Philip,-10.140112001244956,6,11.760683620976387,NOUN,CONT
8,learn,-9.441978660770145,5,5.808708388245149,VERB,CONT
11,grubby,-12.760734361132736,6,13.13288618129526,NOUN,CONT
10,was,-4.7581921670609155,3,0.9015910086723766,VERB,CONT
11,the,-2.785981203659842,3,1.6952989979827031,DET,FUNC
8,up,-6.272347648863022,2,0.9813272278576674,PRT,FUNC
8,smiled,-9.499267115735782,6,4.467890062743787,VERB,CONT
11,shock,-10.035529349833487,5,8.46895402373396,NOUN,CONT
16,all,-5.970976358312091,3,5.035776624228908,DET,FUNC
12,at,-5.260658605349815,2,5.903574894076503,ADP,FUNC
16,sat,-9.09375324022374,3,7.176973528055001,VERB,CONT
5,already,-8.004745102211237,7,7.985134843994052,ADV,CONT
16,hid,-11.966050761353367,3,8.26075427962544,VERB,CONT
16,put,-7.719207128765763,3,6.290063801935554,VERB,CONT
1,it.,-4.814770701744465,3,3.1862481741323707,PRON,FUNC
1,He,-5.13912973886908,2,3.1317690108321314,PRON,FUNC
16,time,-6.52946432032608,4,2.912355677320729,NOUN,CONT
10,be,-5.041986102848782,2,0.4224069327246647,VERB,CONT
12,all.,-5.970976358312091,4,0.06456448600755305,DET,FUNC
12,just,-6.965837403551519,4,6.528128074700208,ADV,CONT
8,the,-2.785981203659842,3,0.9142713447794948,DET,FUNC
16,up,-6.272347648863022,2,2.9673644351923567,ADV,CONT
8,have,-5.486617238622331,4,3.0718327208614964,VERB,CONT
1,stood,-8.953647873052056,5,9.779539406964311,VERB,CONT
10,his,-5.442779651579884,3,1.2286663133769018,PRON,FUNC
10,Frankie,-11.983442504065236,7,12.655445162262945,NOUN,CONT
1,glared,-11.786606904387028,6,12.027668362509049,VERB,CONT
5,night.,-8.047908585261991,6,3.08226343133276,NOUN,CONT
5,him,-6.48398326121215,3,3.4696273215271476,PRON,FUNC
12,version,-9.369381717934443,7,12.468175916649738,NOUN,CONT
3,Alec,-11.792387267302527,4,9.715527541379076,NOUN,CONT
15,to,-3.655721426481066,2,0.6980539993771679,PRT,FUNC
10,he,-5.13912973886908,2,4.356951512963334,PRON,FUNC
16,she,-5.744994531370205,3,3.973893456892844,PRON,FUNC
15,still,-7.26470869796347,5,6.793662187624283,ADV,CONT
8,and,-3.6574238363045,3,2.4013890193344203,CONJ,FUNC
15,of,-3.4606771467424715,2,5.762219195217599,ADP,FUNC
5,began,-8.321636784637855,5,2.52151488363592,VERB,CONT
15,to,-3.655721426481066,2,1.64161652912464,PRT,FUNC
7,washed,-10.839107966059032,6,11.957324387918078,VERB,CONT
12,rose,-9.101389854583037,4,6.892512165666517,VERB,CONT
1,shoe.,-11.46110445592354,5,9.835745509084296,NOUN,CONT
3,little,-7.444205963995662,6,4.724559223059833,ADJ,CONT
5,with,-5.006002429288302,4,4.47813656640761,ADP,FUNC
10,office,-8.291803702559605,6,3.859109590007091,NOUN,CONT
4,we,-6.024174973068729,2,4.24235185288502,PRON,FUNC
4,breath,-9.893095728903138,6,3.9403678179388506,NOUN,CONT
3,The,-2.785981203659842,3,2.3241603153154,DET,FUNC
3,lesson.,-10.751956934017153,7,8.8521272090591,NOUN,CONT
12,the,-2.785981203659842,3,1.3997460832012665,DET,FUNC
4,This,-5.442815107363993,4,3.787522219465906,DET,FUNC
3,breath,-9.893095728903138,6,3.9403678179388506,NOUN,CONT
16,his,-5.442779651579884,3,5.103472625962933,PRON,FUNC
16,speaker,-9.358519685384882,7,8.459214088790596,NOUN,CONT
7,took,-7.890121857678953,4,9.039281325417655,VERB,CONT
3,In,-3.9285727557862526,2,3.896941063084983,ADP,FUNC
5,the,-2.785981203659842,3,2.763240266698434,DET,FUNC
15,a,-3.840814668221414,1,3.6616859441337812,DET,FUNC
2,was,-4.7581921670609155,3,2.2021831725991334,VERB,CONT
4,knife,-10.55170526223597,5,11.847329898025754,NOUN,CONT
12,aid,-9.28585621596933,3,4.825297320878323,NOUN,CONT
2,give,-7.862980015442483,4,6.765041054918366,VERB,CONT
11,first,-6.716941749852656,5,4.123699643043036,ADJ,CONT
4,Charles,-9.318165517614544,7,8.112375696232903,NOUN,CONT
3,a,-3.840814668221414,1,2.2862873957058336,DET,FUNC
10,into,-6.434571232278771,4,3.328271622668243,ADP,FUNC
4,weight,-9.381142758185161,6,6.97628021134964,NOUN,CONT
2,bit,-8.771891687297897,3,7.561505238585007,NOUN,CONT
7,of,-3.4606771467424715,2,4.057546373321317,ADP,FUNC
12,break,-9.33366588946052,5,7.650615281683876,VERB,CONT
4,I,-5.250051055056003,1,3.044339854851148,PRON,FUNC
16,a,-3.840814668221414,1,1.8283607853366428,DET,FUNC
15,hear,-9.071091839450297,4,4.778209455726594,NOUN,CONT
2,you,-5.541296313955169,3,1.0835251646251152,PRON,FUNC
1,after,-6.751133744549675,5,7.852321735830154,ADP,FUNC
4,underneath,-11.17524506331499,10,9.759000347934803,ADP,FUNC
4,had,-5.470696658446039,3,1.6741290306377157,VERB,CONT
15,to,-3.655721426481066,2,2.5993422597791187,PRT,FUNC
4,Harry,-10.090541934722063,5,8.467250110765145,NOUN,CONT
4,his,-5.442779651579884,3,4.245483368611492,PRON,FUNC
12,hard,-8.415541976504702,4,6.921847099751261,ADJ,CONT
11,received.,-8.890090120968994,9,8.177216492451615,VERB,CONT
16,was,-4.7581921670609155,3,2.835288154258218,VERB,CONT
7,choked,-12.31536370885103,6,15.495845055427608,VERB,CONT
3,thanked,-11.87388030155371,7,12.150050760201681,VERB,CONT
3,up,-6.272347648863022,2,3.376464728664609,ADV,CONT
15,at,-5.260658605349815,2,5.969705137947293,ADP,FUNC
16,stand,-9.191631818437974,5,10.254056142928524,VERB,CONT
5,again,-7.542567850599695,5,8.224557641963573,ADV,CONT
1,learn,-9.441978660770145,5,5.808708388245149,VERB,CONT
5,was,-4.7581921670609155,3,3.1447095390547584,VERB,CONT
4,down,-7.108941820943702,4,1.2814208404424883,ADV,CONT
3,hate,-10.610393369695366,4,9.136335287087354,VERB,CONT
16,she,-5.744994531370205,3,3.27167408108245,PRON,FUNC
7,up,-6.272347648863022,2,0.9813272278576674,PRT,FUNC
15,flicked,-12.026459889148928,7,10.360573729330428,ADJ,CONT
1,pick,-9.930894460059797,4,8.479661044416382,VERB,CONT
5,bit.,-8.771891687297897,4,7.764040623364763,NOUN,CONT
5,of,-3.4606771467424715,2,0.34830744184702334,ADP,FUNC
4,If,-6.100335160932806,2,4.294666586197844,ADP,FUNC
4,to,-3.655721426481066,2,0.32194514511733446,PRT,FUNC
5,and,-3.6574238363045,3,3.8634845016837795,CONJ,FUNC
11,had,-5.470696658446039,3,2.6927811628528167,VERB,CONT
1,on,-4.9475980266505895,2,2.0204424337942064,ADP,FUNC
16,seat,-9.714758962746872,4,3.0029393748791144,NOUN,CONT
4,down.,-7.108941820943702,5,1.1878437822632104,PRT,FUNC
16,was,-4.7581921670609155,3,0.9015910086723766,VERB,CONT
11,a,-3.840814668221414,1,5.614278102992732,DET,FUNC
15,good,-7.259663113071414,4,5.320307064170182,ADJ,CONT
1,office,-8.291803702559605,6,3.859109590007091,NOUN,CONT
11,screams,-12.365499521275385,7,13.544381163264225,NOUN,CONT
5,bored,-11.166681367538114,5,6.154694824318435,VERB,CONT
15,just,-6.965837403551519,4,8.904119580458906,ADV,CONT
15,smiled,-9.499267115735782,6,9.826051625842792,VERB,CONT
3,smiled,-9.499267115735782,6,2.7981704825591542,VERB,CONT
1,her,-5.759478310719019,3,1.1939226069087148,PRON,FUNC
1,said,-6.30066864677689,4,4.7457890576172375,VERB,CONT
15,to,-3.655721426481066,2,0.7358578414339442,PRT,FUNC
8,"now,",-6.731839825399422,4,6.7101197952802725,VERB,CONT
12,up,-6.272347648863022,2,5.341490847025728,PRT,FUNC
11,white,-8.34396524347776,5,6.869417237183787,ADJ,CONT
3,word.,-8.623371744214204,5,3.9330225714922,NOUN,CONT
16,up,-6.272347648863022,2,4.173113119138689,PRT,FUNC
12,of,-3.4606771467424715,2,3.6084732026346886,ADP,FUNC
15,his,-5.442779651579884,3,2.933930899642083,PRON,FUNC
16,and,-3.6574238363045,3,2.8938889448749165,CONJ,FUNC
11,much,-7.073125229735971,4,2.143126470134022,ADJ,CONT
4,he,-5.13912973886908,2,2.4713645803105093,PRON,FUNC
10,think,-7.562532595080485,5,3.3564552642064904,VERB,CONT
2,her,-5.759478310719019,3,2.7633323701021544,PRON,FUNC
8,"lead,",-8.810812713988826,5,15.00032874341529,ADJ,CONT
1,and,-3.6574238363045,3,3.8634845016837795,CONJ,FUNC
10,his,-5.442779651579884,3,3.555836107408845,PRON,FUNC
11,could,-6.574997057408757,5,3.446739625702787,VERB,CONT
16,word.,-8.623371744214204,5,3.9330225714922,NOUN,CONT
16,places.,-9.270026607131431,7,8.59276402418425,NOUN,CONT
7,and,-3.6574238363045,3,3.59258536549303,CONJ,FUNC
1,felt,-8.206014112923103,4,5.062924102475307,VERB,CONT
12,to,-3.655721426481066,2,0.4642149702581576,PRT,FUNC
15,stood,-8.953647873052056,5,5.695398175818912,VERB,CONT
10,dates.,-10.519943466773293,6,12.138307576227412,NOUN,CONT
7,Turn,-8.546121868995451,4,8.77455311727613,VERB,CONT
11,two,-6.596873302144116,3,7.365624324724004,NUM,FUNC
16,There,-5.983670454745862,5,4.071039521966263,DET,FUNC
16,shouldn't,-10.480535382437152,9,5.8334842038457655,VERB,CONT
5,getting,-8.781409480576455,7,11.425657489945756,VERB,CONT
8,want,-7.818165432203236,4,4.3244850631521174,VERB,CONT
3,time,-6.52946432032608,4,6.8918213901386185,NOUN,CONT
4,walls,-9.69214899187526,5,6.475560057027155,NOUN,CONT
4,I,-5.250051055056003,1,3.2620492753937347,PRON,FUNC
2,did,-7.157264378893356,3,7.951931566953077,VERB,CONT
8,got,-7.780400893343652,3,3.4664958058006756,VERB,CONT
12,I,-5.250051055056003,1,3.044339854851148,PRON,FUNC
5,chocolate,-10.989541169486158,9,9.944749887386633,NOUN,CONT
5,couldn't,-8.922103201484235,8,4.440305093329718,VERB,CONT
16,the,-2.785981203659842,3,0.988030053063373,DET,FUNC
8,him.,-6.48398326121215,4,1.569600877756158,PRON,FUNC
12,across,-8.334699972169636,6,3.649275010482543,ADP,FUNC
16,hair,-8.911155379721496,4,2.8111340366327107,NOUN,CONT
8,swimming,-10.571172656542085,8,7.665374852129968,NOUN,CONT
7,but,-5.482403115092916,3,5.77345581047141,CONJ,FUNC
10,his,-5.442779651579884,3,4.831859688393355,PRON,FUNC
11,from,-5.428437549598382,4,1.959495308967747,ADP,FUNC
2,were,-5.781635286684798,4,2.370902792703179,VERB,CONT
16,be,-5.041986102848782,2,1.2876654512146881,VERB,CONT
1,Andrew,-10.122768139099811,6,8.897695368049451,NOUN,CONT
7,paid,-8.83876102485142,4,6.336990486130773,VERB,CONT
10,now,-6.731839825399422,3,5.781192496383871,ADV,CONT
1,She,-5.744994531370205,3,3.5342378592365606,PRON,FUNC
5,water.,-7.982188364909147,6,8.990604676551762,NOUN,CONT
2,across,-8.334699972169636,6,5.633090223202493,ADP,FUNC
7,was,-4.7581921670609155,3,1.114858742570578,VERB,CONT
3,else,-8.756877022291617,4,3.0563593490365766,ADV,CONT
3,was,-4.7581921670609155,3,1.114858742570578,VERB,CONT
8,of,-3.4606771467424715,2,0.6856776045023248,ADP,FUNC
1,again,-7.542567850599695,5,8.224557641963573,ADV,CONT
1,pounds.,-9.609761489387461,7,7.556900068399019,NOUN,CONT
1,nothing,-8.092517701671298,7,5.556690449816951,NOUN,CONT
5,axe,-11.747053726001006,3,10.344478659530399,NOUN,CONT
1,hide.,-10.629689458637095,5,5.139323875860851,VERB,CONT
7,speaker,-9.358519685384882,7,8.459214088790596,NOUN,CONT
1,but,-5.482403115092916,3,3.430368245691599,CONJ,FUNC
11,a,-3.840814668221414,1,4.714612055458098,DET,FUNC
1,the,-2.785981203659842,3,3.048852921633416,DET,FUNC
1,just,-6.965837403551519,4,7.970121989187731,ADV,CONT
4,is,-4.646881437660655,2,3.7012443560314185,VERB,CONT
15,A,-3.840814668221414,1,4.019714900243425,DET,FUNC
15,for,-4.722901412970362,3,2.143156403740231,ADP,FUNC
7,have,-5.486617238622331,4,3.2848909195162355,VERB,CONT
16,wall,-9.07807651119876,4,1.3934968672588803,NOUN,CONT
8,sat,-9.09375324022374,3,9.608342205300204,VERB,CONT
1,have,-5.486617238622331,4,4.07580587310876,VERB,CONT
16,bang.,-11.409395015046421,5,6.221446766164332,NOUN,CONT
10,fix,-11.201385165546434,3,14.236699423174747,VERB,CONT
2,much,-7.073125229735971,4,2.143126470134022,ADJ,CONT
7,No-one,-10.8374333912887,6,8.738632789825422,NOUN,CONT
12,washed,-10.839107966059032,6,10.370751155441463,VERB,CONT
2,like,-6.726824709978813,4,1.9043207649694236,ADP,FUNC
10,Alex.,-10.99932917585232,5,11.482853703655726,NOUN,CONT
5,home.,-7.610403505888734,5,6.0292499884521185,NOUN,CONT
3,be,-5.041986102848782,2,1.3421883636316942,VERB,CONT
3,and,-3.6574238363045,3,1.9315212026729622,CONJ,FUNC
10,into,-6.434571232278771,4,2.932457245182567,ADP,FUNC
8,has,-5.950836013626079,3,6.264228797192161,VERB,CONT
3,about,-6.373983561607304,5,0.6931471905439976,ADP,FUNC
16,the,-2.785981203659842,3,2.302585092994046,DET,FUNC
8,way,-7.0107094943859005,3,4.773627311391536,NOUN,CONT
11,James,-9.262724343446031,5,8.681459601966381,NOUN,CONT
11,the,-2.785981203659842,3,0.2713251144329534,DET,FUNC
2,row.,-9.876317533636984,4,6.675148132887879,NOUN,CONT
8,ability,-9.262955343678058,7,6.272679284483449,NOUN,CONT
5,follow,-9.21348882946346,6,7.665835369148566,VERB,CONT
12,and,-3.6574238363045,3,2.6943008690141927,CONJ,FUNC
5,desk.,-10.094779229197579,5,3.8379258071515454,NOUN,CONT
2,their,-5.9376725369117445,5,4.163188977387884,PRON,FUNC
11,leave,-8.608853311228716,5,3.6158875266341295,VERB,CONT
10,her,-5.759478310719019,3,5.781676039253399,PRON,FUNC
15,washed,-10.839107966059032,6,11.697270427515331,VERB,CONT
10,You,-5.541296313955169,3,4.544427991234908,PRON,FUNC
15,black.,-8.327829594575208,6,9.04856074334242,ADJ,CONT
11,leave,-8.608853311228716,5,6.487234163448634,VERB,CONT
15,hands,-8.600361452998824,5,3.4879098471655205,NOUN,CONT
10,have,-5.486617238622331,4,4.07580587310876,VERB,CONT
8,Ellen,-11.528908796591633,5,14.569975589534703,NOUN,CONT
7,in,-3.9285727557862526,2,1.7366810572739921,ADP,FUNC
1,of,-3.4606771467424715,2,0.2110597850525295,ADP,FUNC
12,the,-2.785981203659842,3,3.9461242806713357,DET,FUNC
4,smiling,-10.452060969271434,7,5.176050108094106,VERB,CONT
8,nose.,-10.130714474926211,5,7.438869556532143,NOUN,CONT
10,letter,-8.949755500562874,6,8.929494068183699,NOUN,CONT
11,too,-7.3217095981968185,3,3.811768440495133,ADV,CONT
7,earlier,-8.696678511237648,7,7.267303941253157,ADV,CONT
16,on,-4.9475980266505895,2,2.0204424337942064,ADP,FUNC
12,another.,-7.472698678039,8,7.519460034786936,DET,FUNC
2,Andrew,-10.122768139099811,6,8.897695368049451,NOUN,CONT
2,on,-4.9475980266505895,2,4.227845566799157,ADP,FUNC
12,stood,-8.953647873052056,5,9.974361131682537,VERB,CONT
16,he,-5.13912973886908,2,4.924861100299385,PRON,FUNC
